country_code,country,year,population,age_range,rate_type,suicide_rate,lower_bound,upper_bound
705,Slovenia,2019,Male,30 to 49 years,RATE_PER_100000,26.03,,
705,Slovenia,2019,Male,35 to 44 years,RATE_PER_100000,24.89,,
705,Slovenia,2019,Male,55 to 64 years,RATE_PER_100000,43.45,,
705,Slovenia,2019,Male,65 to 74 years,RATE_PER_100000,53.11,,
705,Slovenia,2019,Male,85 plus years,RATE_PER_100000,102.36,,
694,Sierra Leone,2019,Male,25 to 34 years,RATE_PER_100000,7.55,,
694,Sierra Leone,2019,Male,30 to 49 years,RATE_PER_100000,13.31,,
694,Sierra Leone,2019,Male,45 to 54 years,RATE_PER_100000,24.32,,
694,Sierra Leone,2019,Male,55 to 64 years,RATE_PER_100000,32.28,,
694,Sierra Leone,2019,Male,Total years,RATE_PER_100000,8.3,4.46,13.9411
222,El Salvador,2019,Total,15 to 24 years,RATE_PER_100000,8.57,,
222,El Salvador,2019,Total,35 to 44 years,RATE_PER_100000,10.98,,
222,El Salvador,2019,Total,45 to 54 years,RATE_PER_100000,6.32,,
705,Slovenia,2019,Female,65 to 74 years,RATE_PER_100000,17.78,,
705,Slovenia,2019,Female,75 to 84 years,RATE_PER_100000,11.86,,
705,Slovenia,2019,Female,85 plus years,RATE_PER_100000,10.01,,
705,Slovenia,2019,Male,15 to 29 years,RATE_PER_100000,18.01,,
705,Slovenia,2019,Male,75 to 84 years,RATE_PER_100000,76.4,,
752,Sweden,2019,Total,15 to 24 years,RATE_PER_100000,10.98,,
752,Sweden,2019,Total,25 to 34 years,RATE_PER_100000,19.48,,
752,Sweden,2019,Total,35 to 44 years,RATE_PER_100000,16.12,,
752,Sweden,2019,Total,Total years,RATE_PER_100000,14.741,12.4125,17.3036
752,Sweden,2019,Female,15 to 29 years,RATE_PER_100000,9.05,,
752,Sweden,2019,Female,65 to 74 years,RATE_PER_100000,9.23,,
752,Sweden,2019,Male,15 to 19 years,RATE_PER_100000,8.22,,
222,El Salvador,2019,Total,55 to 64 years,RATE_PER_100000,4.61,,
222,El Salvador,2019,Female,15 to 19 years,RATE_PER_100000,4.8,,
222,El Salvador,2019,Male,15 to 19 years,RATE_PER_100000,17.79,,
222,El Salvador,2019,Male,15 to 24 years,RATE_PER_100000,13.38,,
752,Sweden,2019,Total,15 to 29 years,RATE_PER_100000,14.57,,
752,Sweden,2019,Total,30 to 49 years,RATE_PER_100000,16.9,,
752,Sweden,2019,Total,45 to 54 years,RATE_PER_100000,17.97,,
752,Sweden,2019,Total,55 to 64 years,RATE_PER_100000,19.86,,
752,Sweden,2019,Female,55 to 64 years,RATE_PER_100000,13.45,,
752,Sweden,2019,Female,85 plus years,RATE_PER_100000,13.65,,
752,Sweden,2019,Male,25 to 34 years,RATE_PER_100000,27.58,,
752,Sweden,2019,Male,35 to 44 years,RATE_PER_100000,23.37,,
752,Sweden,2019,Male,75 to 84 years,RATE_PER_100000,28.69,,
748,Eswatini,2019,Total,15 to 19 years,RATE_PER_100000,14.76,,
748,Eswatini,2019,Total,15 to 29 years,RATE_PER_100000,24.25,,
748,Eswatini,2019,Total,25 to 34 years,RATE_PER_100000,39.92,,
706,Somalia,2019,Total,15 to 29 years,RATE_PER_100000,5.84,,
706,Somalia,2019,Total,30 to 49 years,RATE_PER_100000,12.15,,
706,Somalia,2019,Male,30 to 49 years,RATE_PER_100000,20.61,,
706,Somalia,2019,Male,45 to 54 years,RATE_PER_100000,40.35,,
748,Eswatini,2019,Total,55 to 64 years,RATE_PER_100000,68.39,,
748,Eswatini,2019,Total,65 to 74 years,RATE_PER_100000,51.68,,
748,Eswatini,2019,Total,75 to 84 years,RATE_PER_100000,52.31,,
748,Eswatini,2019,Total,85 plus years,RATE_PER_100000,105.81,,
748,Eswatini,2019,Female,Total years,RATE_PER_100000,4.68,2.18,8.62
748,Eswatini,2019,Male,15 to 19 years,RATE_PER_100000,24.5,,
748,Eswatini,2019,Male,30 to 49 years,RATE_PER_100000,141.75,,
748,Eswatini,2019,Male,85 plus years,RATE_PER_100000,389.55,,
706,Somalia,2019,Male,55 to 64 years,RATE_PER_100000,55.64,,
706,Somalia,2019,Male,Total years,RATE_PER_100000,12.0253,5.39,21.9756
688,Serbia,2019,Total,30 to 49 years,RATE_PER_100000,10.14,,
688,Serbia,2019,Total,35 to 44 years,RATE_PER_100000,10.39,,
748,Eswatini,2019,Total,30 to 49 years,RATE_PER_100000,67.97,,
748,Eswatini,2019,Total,45 to 54 years,RATE_PER_100000,92.98,,
748,Eswatini,2019,Female,15 to 24 years,RATE_PER_100000,4.6,,
748,Eswatini,2019,Female,15 to 29 years,RATE_PER_100000,4.34,,
748,Eswatini,2019,Female,30 to 49 years,RATE_PER_100000,7.34,,
748,Eswatini,2019,Male,55 to 64 years,RATE_PER_100000,119.63,,
748,Eswatini,2019,Male,Total years,RATE_PER_100000,55.1109,27.5461,93.3911
690,Seychelles,2019,Total,15 to 19 years,RATE_PER_100000,4.11,,
688,Serbia,2019,Total,65 to 74 years,RATE_PER_100000,18.84,,
688,Serbia,2019,Total,75 to 84 years,RATE_PER_100000,35.61,,
688,Serbia,2019,Female,15 to 24 years,RATE_PER_100000,1.03,,
688,Serbia,2019,Female,55 to 64 years,RATE_PER_100000,7.23,,
688,Serbia,2019,Female,75 to 84 years,RATE_PER_100000,19.69,,
688,Serbia,2019,Male,15 to 19 years,RATE_PER_100000,4.25,,
688,Serbia,2019,Male,15 to 24 years,RATE_PER_100000,4.2,,
688,Serbia,2019,Male,30 to 49 years,RATE_PER_100000,15.47,,
688,Serbia,2019,Male,65 to 74 years,RATE_PER_100000,26.91,,
688,Serbia,2019,Male,Total years,RATE_PER_100000,16.6282,11.3018,23.346
728,South Sudan,2019,Total,15 to 24 years,RATE_PER_100000,2.45,,
728,South Sudan,2019,Total,25 to 34 years,RATE_PER_100000,3.39,,
728,South Sudan,2019,Total,30 to 49 years,RATE_PER_100000,4.72,,
728,South Sudan,2019,Total,45 to 54 years,RATE_PER_100000,8.16,,
728,South Sudan,2019,Female,65 to 74 years,RATE_PER_100000,14.48,,
728,South Sudan,2019,Female,85 plus years,RATE_PER_100000,52.96,,
728,South Sudan,2019,Female,Total years,RATE_PER_100000,2.01,1.07,3.49
728,South Sudan,2019,Male,15 to 19 years,RATE_PER_100000,2.8,,
728,South Sudan,2019,Male,55 to 64 years,RATE_PER_100000,19.62,,
678,Sao Tome and Principe,2019,Total,15 to 29 years,RATE_PER_100000,1.72,,
678,Sao Tome and Principe,2019,Total,35 to 44 years,RATE_PER_100000,2.37,,
678,Sao Tome and Principe,2019,Total,45 to 54 years,RATE_PER_100000,3.23,,
678,Sao Tome and Principe,2019,Female,15 to 19 years,RATE_PER_100000,0.57,,
678,Sao Tome and Principe,2019,Female,15 to 29 years,RATE_PER_100000,0.67,,
678,Sao Tome and Principe,2019,Female,35 to 44 years,RATE_PER_100000,1.17,,
740,Suriname,2019,Total,35 to 44 years,RATE_PER_100000,25.75,,
740,Suriname,2019,Total,45 to 54 years,RATE_PER_100000,29.76,,
740,Suriname,2019,Total,75 to 84 years,RATE_PER_100000,72.66,,
740,Suriname,2019,Total,Total years,RATE_PER_100000,25.3733,17.0306,36.087
740,Suriname,2019,Female,25 to 34 years,RATE_PER_100000,20.16,,
740,Suriname,2019,Female,65 to 74 years,RATE_PER_100000,20.62,,
740,Suriname,2019,Female,85 plus years,RATE_PER_100000,36.12,,
740,Suriname,2019,Female,Total years,RATE_PER_100000,11.847,7.51,17.508
740,Suriname,2019,Male,30 to 49 years,RATE_PER_100000,50.19,,
703,Slovakia,2019,Total,15 to 19 years,RATE_PER_100000,4.02,,
703,Slovakia,2019,Total,25 to 34 years,RATE_PER_100000,8.68,,
728,South Sudan,2019,Male,15 to 24 years,RATE_PER_100000,3.61,,
728,South Sudan,2019,Male,30 to 49 years,RATE_PER_100000,7.3,,
728,South Sudan,2019,Male,35 to 44 years,RATE_PER_100000,7.42,,
728,South Sudan,2019,Male,45 to 54 years,RATE_PER_100000,12.36,,
728,South Sudan,2019,Male,75 to 84 years,RATE_PER_100000,74.39,,
728,South Sudan,2019,Male,85 plus years,RATE_PER_100000,201.59,,
678,Sao Tome and Principe,2019,Total,15 to 19 years,RATE_PER_100000,1.14,,
678,Sao Tome and Principe,2019,Total,30 to 49 years,RATE_PER_100000,2.39,,
678,Sao Tome and Principe,2019,Total,Total years,RATE_PER_100000,1.48,0.761,2.47
678,Sao Tome and Principe,2019,Female,55 to 64 years,RATE_PER_100000,2.76,,
678,Sao Tome and Principe,2019,Female,65 to 74 years,RATE_PER_100000,3.38,,
678,Sao Tome and Principe,2019,Female,75 to 84 years,RATE_PER_100000,4.03,,
690,Seychelles,2019,Total,15 to 24 years,RATE_PER_100000,7.59,,
690,Seychelles,2019,Total,30 to 49 years,RATE_PER_100000,11.08,,
690,Seychelles,2019,Total,45 to 54 years,RATE_PER_100000,10.37,,
690,Seychelles,2019,Total,55 to 64 years,RATE_PER_100000,10.34,,
678,Sao Tome and Principe,2019,Female,Total years,RATE_PER_100000,0.763,0.43,1.26
678,Sao Tome and Principe,2019,Male,15 to 29 years,RATE_PER_100000,2.74,,
678,Sao Tome and Principe,2019,Male,35 to 44 years,RATE_PER_100000,3.56,,
678,Sao Tome and Principe,2019,Male,45 to 54 years,RATE_PER_100000,4.52,,
678,Sao Tome and Principe,2019,Male,55 to 64 years,RATE_PER_100000,6.23,,
678,Sao Tome and Principe,2019,Male,65 to 74 years,RATE_PER_100000,8.72,,
678,Sao Tome and Principe,2019,Male,Total years,RATE_PER_100000,2.2,1.09,3.67
740,Suriname,2019,Total,15 to 24 years,RATE_PER_100000,15.59,,
690,Seychelles,2019,Total,Total years,RATE_PER_100000,8.09,5.4,11.5381
690,Seychelles,2019,Female,15 to 19 years,RATE_PER_100000,1.48,,
690,Seychelles,2019,Male,15 to 19 years,RATE_PER_100000,6.64,,
690,Seychelles,2019,Male,15 to 29 years,RATE_PER_100000,15.18,,
740,Suriname,2019,Total,30 to 49 years,RATE_PER_100000,33.28,,
740,Suriname,2019,Female,15 to 29 years,RATE_PER_100000,13.02,,
740,Suriname,2019,Female,55 to 64 years,RATE_PER_100000,19.76,,
740,Suriname,2019,Male,15 to 29 years,RATE_PER_100000,35.03,,
740,Suriname,2019,Male,45 to 54 years,RATE_PER_100000,45.81,,
740,Suriname,2019,Male,55 to 64 years,RATE_PER_100000,82.74,,
703,Slovakia,2019,Total,15 to 24 years,RATE_PER_100000,5.67,,
703,Slovakia,2019,Total,75 to 84 years,RATE_PER_100000,18.74,,
703,Slovakia,2019,Female,55 to 64 years,RATE_PER_100000,6.67,,
703,Slovakia,2019,Female,75 to 84 years,RATE_PER_100000,4.78,,
703,Slovakia,2019,Female,Total years,RATE_PER_100000,3.43,2.26,4.99
703,Slovakia,2019,Male,35 to 44 years,RATE_PER_100000,21.2,,
703,Slovakia,2019,Male,55 to 64 years,RATE_PER_100000,33.96,,
705,Slovenia,2019,Total,15 to 24 years,RATE_PER_100000,7.67,,
705,Slovenia,2019,Total,45 to 54 years,RATE_PER_100000,24.57,,
705,Slovenia,2019,Total,55 to 64 years,RATE_PER_100000,25.53,,
690,Seychelles,2019,Male,30 to 49 years,RATE_PER_100000,19.13,,
690,Seychelles,2019,Male,45 to 54 years,RATE_PER_100000,18.61,,
760,Syrian Arab Republic,2019,Total,25 to 34 years,RATE_PER_100000,2.95,,
760,Syrian Arab Republic,2019,Total,30 to 49 years,RATE_PER_100000,2.81,,
705,Slovenia,2019,Total,65 to 74 years,RATE_PER_100000,34.69,,
705,Slovenia,2019,Female,15 to 29 years,RATE_PER_100000,3.03,,
705,Slovenia,2019,Female,45 to 54 years,RATE_PER_100000,11.91,,
705,Slovenia,2019,Male,25 to 34 years,RATE_PER_100000,25.38,,
760,Syrian Arab Republic,2019,Total,65 to 74 years,RATE_PER_100000,3.09,,
760,Syrian Arab Republic,2019,Total,75 to 84 years,RATE_PER_100000,3.44,,
760,Syrian Arab Republic,2019,Total,Total years,RATE_PER_100000,1.95,1.18,2.99
760,Syrian Arab Republic,2019,Female,15 to 19 years,RATE_PER_100000,0.69,,
752,Sweden,2019,Total,75 to 84 years,RATE_PER_100000,19.09,,
752,Sweden,2019,Total,85 plus years,RATE_PER_100000,24.37,,
752,Sweden,2019,Female,25 to 34 years,RATE_PER_100000,11.05,,
752,Sweden,2019,Female,30 to 49 years,RATE_PER_100000,9.96,,
752,Sweden,2019,Female,35 to 44 years,RATE_PER_100000,8.56,,
752,Sweden,2019,Female,Total years,RATE_PER_100000,9.52,7.88,11.3272
752,Sweden,2019,Male,15 to 24 years,RATE_PER_100000,14.4,,
752,Sweden,2019,Male,30 to 49 years,RATE_PER_100000,23.59,,
752,Sweden,2019,Male,85 plus years,RATE_PER_100000,43.55,,
752,Sweden,2019,Male,Total years,RATE_PER_100000,19.9462,16.9276,23.2625
748,Eswatini,2019,Total,15 to 24 years,RATE_PER_100000,19.19,,
748,Eswatini,2019,Female,15 to 19 years,RATE_PER_100000,4.73,,
748,Eswatini,2019,Female,25 to 34 years,RATE_PER_100000,3.94,,
748,Eswatini,2019,Male,25 to 34 years,RATE_PER_100000,78.83,,
748,Eswatini,2019,Male,35 to 44 years,RATE_PER_100000,160.67,,
748,Eswatini,2019,Male,65 to 74 years,RATE_PER_100000,104.34,,
760,Syrian Arab Republic,2019,Female,35 to 44 years,RATE_PER_100000,0.92,,
760,Syrian Arab Republic,2019,Female,45 to 54 years,RATE_PER_100000,0.86,,
760,Syrian Arab Republic,2019,Female,Total years,RATE_PER_100000,0.696,0.423,1.08
760,Syrian Arab Republic,2019,Male,75 to 84 years,RATE_PER_100000,5.73,,
148,Chad,2019,Total,15 to 19 years,RATE_PER_100000,3.16,,
148,Chad,2019,Total,15 to 24 years,RATE_PER_100000,3.79,,
148,Chad,2019,Total,45 to 54 years,RATE_PER_100000,20.55,,
148,Chad,2019,Total,75 to 84 years,RATE_PER_100000,71.44,,
148,Chad,2019,Female,15 to 19 years,RATE_PER_100000,1.55,,
148,Chad,2019,Female,65 to 74 years,RATE_PER_100000,30.4,,
148,Chad,2019,Female,75 to 84 years,RATE_PER_100000,38.77,,
148,Chad,2019,Female,Total years,RATE_PER_100000,3.3,1.77,5.91
748,Eswatini,2019,Male,75 to 84 years,RATE_PER_100000,124.25,,
690,Seychelles,2019,Total,35 to 44 years,RATE_PER_100000,10.48,,
690,Seychelles,2019,Female,15 to 24 years,RATE_PER_100000,1.64,,
690,Seychelles,2019,Female,25 to 34 years,RATE_PER_100000,1.87,,
690,Seychelles,2019,Female,35 to 44 years,RATE_PER_100000,1.61,,
690,Seychelles,2019,Female,65 to 74 years,RATE_PER_100000,2.07,,
690,Seychelles,2019,Female,75 to 84 years,RATE_PER_100000,3.38,,
690,Seychelles,2019,Female,Total years,RATE_PER_100000,1.4,0.94,1.99
690,Seychelles,2019,Male,25 to 34 years,RATE_PER_100000,20.01,,
690,Seychelles,2019,Male,35 to 44 years,RATE_PER_100000,17.95,,
690,Seychelles,2019,Male,55 to 64 years,RATE_PER_100000,19.38,,
690,Seychelles,2019,Male,65 to 74 years,RATE_PER_100000,24.35,,
690,Seychelles,2019,Total,25 to 34 years,RATE_PER_100000,11.64,,
690,Seychelles,2019,Total,65 to 74 years,RATE_PER_100000,12.83,,
690,Seychelles,2019,Total,75 to 84 years,RATE_PER_100000,15.84,,
690,Seychelles,2019,Female,30 to 49 years,RATE_PER_100000,1.67,,
760,Syrian Arab Republic,2019,Total,15 to 19 years,RATE_PER_100000,1.78,,
760,Syrian Arab Republic,2019,Total,15 to 24 years,RATE_PER_100000,2.25,,
760,Syrian Arab Republic,2019,Total,15 to 29 years,RATE_PER_100000,2.51,,
760,Syrian Arab Republic,2019,Total,55 to 64 years,RATE_PER_100000,2.84,,
760,Syrian Arab Republic,2019,Female,15 to 24 years,RATE_PER_100000,0.84,,
760,Syrian Arab Republic,2019,Female,25 to 34 years,RATE_PER_100000,0.98,,
760,Syrian Arab Republic,2019,Female,30 to 49 years,RATE_PER_100000,0.93,,
760,Syrian Arab Republic,2019,Female,55 to 64 years,RATE_PER_100000,0.85,,
760,Syrian Arab Republic,2019,Male,15 to 24 years,RATE_PER_100000,3.6,,
760,Syrian Arab Republic,2019,Male,30 to 49 years,RATE_PER_100000,4.73,,
760,Syrian Arab Republic,2019,Male,55 to 64 years,RATE_PER_100000,4.99,,
148,Chad,2019,Total,35 to 44 years,RATE_PER_100000,10.17,,
690,Seychelles,2019,Female,85 plus years,RATE_PER_100000,4.62,,
690,Seychelles,2019,Male,75 to 84 years,RATE_PER_100000,35.9,,
690,Seychelles,2019,Male,85 plus years,RATE_PER_100000,56.72,,
760,Syrian Arab Republic,2019,Female,75 to 84 years,RATE_PER_100000,1.68,,
760,Syrian Arab Republic,2019,Female,85 plus years,RATE_PER_100000,3.23,,
760,Syrian Arab Republic,2019,Male,15 to 19 years,RATE_PER_100000,2.84,,
760,Syrian Arab Republic,2019,Male,15 to 29 years,RATE_PER_100000,4.07,,
760,Syrian Arab Republic,2019,Male,45 to 54 years,RATE_PER_100000,4.74,,
760,Syrian Arab Republic,2019,Male,65 to 74 years,RATE_PER_100000,5.17,,
148,Chad,2019,Total,15 to 29 years,RATE_PER_100000,4.12,,
148,Chad,2019,Total,25 to 34 years,RATE_PER_100000,5.6,,
148,Chad,2019,Total,30 to 49 years,RATE_PER_100000,10.03,,
148,Chad,2019,Female,30 to 49 years,RATE_PER_100000,3.58,,
148,Chad,2019,Female,85 plus years,RATE_PER_100000,82.72,,
148,Chad,2019,Male,15 to 24 years,RATE_PER_100000,5.83,,
148,Chad,2019,Male,15 to 29 years,RATE_PER_100000,6.44,,
148,Chad,2019,Total,55 to 64 years,RATE_PER_100000,31.38,,
148,Chad,2019,Total,65 to 74 years,RATE_PER_100000,51.02,,
148,Chad,2019,Total,85 plus years,RATE_PER_100000,172.19,,
148,Chad,2019,Female,15 to 24 years,RATE_PER_100000,1.74,,
148,Chad,2019,Male,30 to 49 years,RATE_PER_100000,16.47,,
148,Chad,2019,Male,65 to 74 years,RATE_PER_100000,75.14,,
148,Chad,2019,Male,75 to 84 years,RATE_PER_100000,111.57,,
768,Togo,2019,Total,15 to 19 years,RATE_PER_100000,4.37,,
768,Togo,2019,Total,30 to 49 years,RATE_PER_100000,13.96,,
768,Togo,2019,Female,15 to 19 years,RATE_PER_100000,2.24,,
768,Togo,2019,Female,25 to 34 years,RATE_PER_100000,3.62,,
768,Togo,2019,Female,45 to 54 years,RATE_PER_100000,9.3,,
148,Chad,2019,Female,35 to 44 years,RATE_PER_100000,3.23,,
148,Chad,2019,Male,25 to 34 years,RATE_PER_100000,9.11,,
768,Togo,2019,Total,35 to 44 years,RATE_PER_100000,13.71,,
768,Togo,2019,Total,55 to 64 years,RATE_PER_100000,33.56,,
768,Togo,2019,Female,55 to 64 years,RATE_PER_100000,15.73,,
768,Togo,2019,Female,65 to 74 years,RATE_PER_100000,23.73,,
768,Togo,2019,Male,35 to 44 years,RATE_PER_100000,21.95,,
768,Togo,2019,Male,45 to 54 years,RATE_PER_100000,40.46,,
768,Togo,2019,Female,15 to 24 years,RATE_PER_100000,2.43,,
768,Togo,2019,Female,30 to 49 years,RATE_PER_100000,5.49,,
768,Togo,2019,Female,Total years,RATE_PER_100000,3.86,2.13,6.51
768,Togo,2019,Male,15 to 19 years,RATE_PER_100000,6.48,,
703,Slovakia,2019,Total,35 to 44 years,RATE_PER_100000,11.93,,
703,Slovakia,2019,Total,Total years,RATE_PER_100000,12.0899,7.89,21.3672
703,Slovakia,2019,Female,15 to 19 years,RATE_PER_100000,1.64,,
703,Slovakia,2019,Female,25 to 34 years,RATE_PER_100000,1.89,,
148,Chad,2019,Male,35 to 44 years,RATE_PER_100000,17.07,,
148,Chad,2019,Male,45 to 54 years,RATE_PER_100000,31.54,,
148,Chad,2019,Male,85 plus years,RATE_PER_100000,308.83,,
768,Togo,2019,Total,15 to 24 years,RATE_PER_100000,5.31,,
768,Togo,2019,Total,25 to 34 years,RATE_PER_100000,9.09,,
768,Togo,2019,Total,Total years,RATE_PER_100000,8.8,5.11,13.967
768,Togo,2019,Male,15 to 24 years,RATE_PER_100000,8.16,,
768,Togo,2019,Male,25 to 34 years,RATE_PER_100000,14.56,,
703,Slovakia,2019,Male,15 to 19 years,RATE_PER_100000,6.28,,
703,Slovakia,2019,Male,75 to 84 years,RATE_PER_100000,44.69,,
705,Slovenia,2019,Total,15 to 19 years,RATE_PER_100000,6.88,,
705,Slovenia,2019,Total,25 to 34 years,RATE_PER_100000,15.24,,
764,Thailand,2019,Total,15 to 19 years,RATE_PER_100000,4.4,,
764,Thailand,2019,Total,35 to 44 years,RATE_PER_100000,11.9,,
764,Thailand,2019,Total,45 to 54 years,RATE_PER_100000,8.22,,
764,Thailand,2019,Total,85 plus years,RATE_PER_100000,18.54,,
705,Slovenia,2019,Total,30 to 49 years,RATE_PER_100000,17.58,,
705,Slovenia,2019,Total,75 to 84 years,RATE_PER_100000,38.03,,
705,Slovenia,2019,Total,85 plus years,RATE_PER_100000,35.81,,
705,Slovenia,2019,Female,15 to 19 years,RATE_PER_100000,4.09,,
705,Slovenia,2019,Female,30 to 49 years,RATE_PER_100000,8.26,,
705,Slovenia,2019,Female,Total years,RATE_PER_100000,8.27,5.59,11.9212
705,Slovenia,2019,Male,15 to 24 years,RATE_PER_100000,12.24,,
705,Slovenia,2019,Male,45 to 54 years,RATE_PER_100000,36.49,,
768,Togo,2019,Male,30 to 49 years,RATE_PER_100000,22.56,,
768,Togo,2019,Male,75 to 84 years,RATE_PER_100000,108.88,,
768,Togo,2019,Male,85 plus years,RATE_PER_100000,386.59,,
768,Togo,2019,Male,Total years,RATE_PER_100000,13.7782,8.13,21.5042
764,Thailand,2019,Male,25 to 34 years,RATE_PER_100000,28.55,,
762,Tajikistan,2019,Total,15 to 19 years,RATE_PER_100000,4.18,,
762,Tajikistan,2019,Total,65 to 74 years,RATE_PER_100000,9.1,,
762,Tajikistan,2019,Total,75 to 84 years,RATE_PER_100000,12.51,,
705,Slovenia,2019,Male,Total years,RATE_PER_100000,31.4011,22.178,43.9558
752,Sweden,2019,Total,15 to 19 years,RATE_PER_100000,7.11,,
752,Sweden,2019,Total,65 to 74 years,RATE_PER_100000,16.3,,
752,Sweden,2019,Female,15 to 19 years,RATE_PER_100000,5.95,,
752,Sweden,2019,Female,15 to 24 years,RATE_PER_100000,7.37,,
752,Sweden,2019,Female,45 to 54 years,RATE_PER_100000,12.8,,
752,Sweden,2019,Female,75 to 84 years,RATE_PER_100000,10.79,,
752,Sweden,2019,Male,15 to 29 years,RATE_PER_100000,19.82,,
762,Tajikistan,2019,Female,15 to 19 years,RATE_PER_100000,4.06,,
762,Tajikistan,2019,Female,15 to 29 years,RATE_PER_100000,4.94,,
762,Tajikistan,2019,Female,35 to 44 years,RATE_PER_100000,3.59,,
762,Tajikistan,2019,Female,45 to 54 years,RATE_PER_100000,3.23,,
762,Tajikistan,2019,Female,75 to 84 years,RATE_PER_100000,9.54,,
762,Tajikistan,2019,Male,15 to 24 years,RATE_PER_100000,5.29,,
762,Tajikistan,2019,Male,55 to 64 years,RATE_PER_100000,11.14,,
795,Turkmenistan,2019,Total,15 to 19 years,RATE_PER_100000,7.8,,
764,Thailand,2019,Total,Total years,RATE_PER_100000,8.83,5.44,13.229
764,Thailand,2019,Female,45 to 54 years,RATE_PER_100000,3.36,,
764,Thailand,2019,Female,75 to 84 years,RATE_PER_100000,7.35,,
764,Thailand,2019,Male,15 to 24 years,RATE_PER_100000,12.22,,
764,Thailand,2019,Male,35 to 44 years,RATE_PER_100000,21.17,,
764,Thailand,2019,Male,45 to 54 years,RATE_PER_100000,13.55,,
764,Thailand,2019,Male,55 to 64 years,RATE_PER_100000,14.05,,
764,Thailand,2019,Male,75 to 84 years,RATE_PER_100000,22.74,,
762,Tajikistan,2019,Female,25 to 34 years,RATE_PER_100000,4.8,,
762,Tajikistan,2019,Female,55 to 64 years,RATE_PER_100000,3.78,,
762,Tajikistan,2019,Male,25 to 34 years,RATE_PER_100000,7.94,,
762,Tajikistan,2019,Male,30 to 49 years,RATE_PER_100000,11.35,,
762,Tajikistan,2019,Male,45 to 54 years,RATE_PER_100000,12.3,,
762,Tajikistan,2019,Male,75 to 84 years,RATE_PER_100000,15.97,,
762,Tajikistan,2019,Male,85 plus years,RATE_PER_100000,37.23,,
762,Tajikistan,2019,Male,Total years,RATE_PER_100000,5.7,3.51,8.43
795,Turkmenistan,2019,Total,25 to 34 years,RATE_PER_100000,8.19,,
795,Turkmenistan,2019,Total,55 to 64 years,RATE_PER_100000,6.45,,
795,Turkmenistan,2019,Total,85 plus years,RATE_PER_100000,20.34,,
795,Turkmenistan,2019,Female,15 to 29 years,RATE_PER_100000,4.66,,
752,Sweden,2019,Male,45 to 54 years,RATE_PER_100000,22.98,,
752,Sweden,2019,Male,55 to 64 years,RATE_PER_100000,26.21,,
752,Sweden,2019,Male,65 to 74 years,RATE_PER_100000,23.64,,
748,Eswatini,2019,Total,35 to 44 years,RATE_PER_100000,75.03,,
795,Turkmenistan,2019,Female,45 to 54 years,RATE_PER_100000,2.39,,
795,Turkmenistan,2019,Female,Total years,RATE_PER_100000,2.65,1.81,3.74
795,Turkmenistan,2019,Male,15 to 24 years,RATE_PER_100000,10.8,,
795,Turkmenistan,2019,Male,15 to 29 years,RATE_PER_100000,11.12,,
795,Turkmenistan,2019,Male,45 to 54 years,RATE_PER_100000,12.8,,
795,Turkmenistan,2019,Male,75 to 84 years,RATE_PER_100000,12.63,,
795,Turkmenistan,2019,Male,85 plus years,RATE_PER_100000,31.78,,
626,Timor-Leste,2019,Total,15 to 19 years,RATE_PER_100000,4.47,,
626,Timor-Leste,2019,Total,15 to 24 years,RATE_PER_100000,5.35,,
626,Timor-Leste,2019,Total,25 to 34 years,RATE_PER_100000,4.98,,
626,Timor-Leste,2019,Total,85 plus years,RATE_PER_100000,33.81,,
626,Timor-Leste,2019,Female,15 to 19 years,RATE_PER_100000,3.03,,
626,Timor-Leste,2019,Female,15 to 29 years,RATE_PER_100000,2.85,,
626,Timor-Leste,2019,Female,30 to 49 years,RATE_PER_100000,2.19,,
626,Timor-Leste,2019,Female,55 to 64 years,RATE_PER_100000,3.85,,
626,Timor-Leste,2019,Female,75 to 84 years,RATE_PER_100000,6.56,,
748,Eswatini,2019,Total,Total years,RATE_PER_100000,29.3998,14.6123,50.1723
748,Eswatini,2019,Female,35 to 44 years,RATE_PER_100000,8.76,,
748,Eswatini,2019,Female,45 to 54 years,RATE_PER_100000,10.67,,
748,Eswatini,2019,Female,55 to 64 years,RATE_PER_100000,12.33,,
748,Eswatini,2019,Female,65 to 74 years,RATE_PER_100000,15.58,,
748,Eswatini,2019,Female,75 to 84 years,RATE_PER_100000,22.51,,
748,Eswatini,2019,Female,85 plus years,RATE_PER_100000,46.25,,
748,Eswatini,2019,Male,15 to 24 years,RATE_PER_100000,33.07,,
748,Eswatini,2019,Male,15 to 29 years,RATE_PER_100000,43.33,,
748,Eswatini,2019,Male,45 to 54 years,RATE_PER_100000,168.01,,
690,Seychelles,2019,Total,15 to 29 years,RATE_PER_100000,8.71,,
690,Seychelles,2019,Total,85 plus years,RATE_PER_100000,19.21,,
690,Seychelles,2019,Female,15 to 29 years,RATE_PER_100000,1.73,,
690,Seychelles,2019,Female,45 to 54 years,RATE_PER_100000,1.65,,
690,Seychelles,2019,Female,55 to 64 years,RATE_PER_100000,1.48,,
690,Seychelles,2019,Male,15 to 24 years,RATE_PER_100000,13.24,,
626,Timor-Leste,2019,Male,45 to 54 years,RATE_PER_100000,7.76,,
776,Tonga,2019,Female,15 to 29 years,RATE_PER_100000,3.58,,
